GeneSymbol,PhenotypeList,MIM_Number
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided|Tuberous sclerosis syndrome,191092
TSC2,not provided|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not specified,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome,191092
TSC2,not specified|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome,191092
TSC2,not provided|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|TSC2-related disorder,191092
TSC2,not specified|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|TSC2-related disorder|Tuberous sclerosis syndrome,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|not provided,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|Tuberous sclerosis syndrome,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|TSC2-related disorder,191092
TSC2,not provided|Isolated focal cortical dysplasia type II|Autism spectrum disorder|Tuberous sclerosis 2|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Tuberous sclerosis 2|not provided|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2,191092
TSC2,not specified|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2|TSC2-related disorder|Tuberous sclerosis syndrome,191092
TSC2,not provided|Tuberous sclerosis 2|Tuberous sclerosis syndrome,191092
TSC2,Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome|not provided|Tuberous sclerosis 2|Lymphangiomyomatosis|not specified|TSC2-related disorder,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Isolated focal cortical dysplasia type II,191092
TSC2,Tuberous sclerosis 2|Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided|not specified|Tuberous sclerosis syndrome|TSC2-related disorder,191092
TSC2,not provided|Tuberous sclerosis 2|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome,191092
TSC2,not specified|Tuberous sclerosis 2|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided,191092
TSC2,not provided|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|Tuberous sclerosis syndrome,191092
TSC2,not specified|Tuberous sclerosis 2|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2,191092
TSC2,not specified|Tuberous sclerosis 2|Tuberous sclerosis syndrome|Sarcoma,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
TSC2,not specified|Tuberous sclerosis 2|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2|Tuberous sclerosis syndrome,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided|Tuberous sclerosis syndrome|not specified,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided|Renal cyst,191092
TSC2,not specified|Tuberous sclerosis syndrome|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided,191092
TSC2,not specified|Tuberous sclerosis syndrome|Tuberous sclerosis 2|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2,191092
TSC2,not provided|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided|Isolated focal cortical dysplasia type II,191092
TSC2,not specified|Tuberous sclerosis syndrome|Tuberous sclerosis 2|not provided,191092
TSC2,not specified|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II|Tuberous sclerosis syndrome|TSC2-related disorder,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome,191092
TSC2,not specified|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|not provided|TSC2-related disorder,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|Isolated focal cortical dysplasia type II,191092
TSC2,Tuberous sclerosis 2|Lymphangiomyomatosis;Tuberous sclerosis 2;Isolated focal cortical dysplasia type II|Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided|TSC2-related disorder,191092
TSC2,Tuberous sclerosis 2|not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome,191092
TSC2,not provided|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2,191092
TSC2,not provided|Tuberous sclerosis 2|Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II,191092
TSC2,not specified|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|not provided|Tuberous sclerosis 2|Isolated focal cortical dysplasia type II|TSC2-related disorder,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Lymphangiomyomatosis;Tuberous sclerosis 2;Isolated focal cortical dysplasia type II|not provided,191092
TSC2,not provided|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|TSC2-related disorder,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|not specified|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|not provided,191092
TSC2,not specified|Tuberous sclerosis 2|Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Tuberous sclerosis 2,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided|TSC2-related disorder|not specified,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|not specified,191092
TSC2,not specified|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided|TSC2-related disorder|Tuberous sclerosis syndrome,191092
TSC2,Hereditary cancer-predisposing syndrome|not provided|Tuberous sclerosis 2|Tuberous sclerosis syndrome|not specified,191092
TSC2,Tuberous sclerosis 2|Tuberous sclerosis syndrome|not provided|Hereditary cancer-predisposing syndrome,191092
TSC2,not specified|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis syndrome|not provided,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|TSC2-related disorder|not provided,191092
TSC2,not specified|Tuberous sclerosis 2|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
TSC2,not provided|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|not specified,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2,191092
TSC2,not specified|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|TSC2-related disorder,191092
TSC2,not provided|Tuberous sclerosis 2|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome|TSC2-related disorder,191092
TSC2,not specified|Tuberous sclerosis syndrome|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided|TSC2-related disorder,191092
TSC2,not provided|Tuberous sclerosis 2|TSC2-related disorder|Hereditary cancer-predisposing syndrome|Ovarian cancer,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2|TSC2-related disorder,191092
TSC2,not specified|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Isolated focal cortical dysplasia type II,191092
TBC1D24,not specified|not provided,613577
TBC1D24,"not provided|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65|Inborn genetic diseases",613577
TBC1D24,"not specified|not provided|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65|Familial infantile myoclonic epilepsy|Inborn genetic diseases|TBC1D24-related disorder",613577
TBC1D24,"Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1",613577
TBC1D24,"not provided|Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|Inborn genetic diseases",613577
TBC1D24,"not specified|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65|not provided",613577
TBC1D24,"not provided|Inborn genetic diseases|Caused by mutation in the TBC1 domain family, member 24;Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65",613577
TBC1D24,"not provided|Rare genetic deafness|Autosomal recessive nonsyndromic hearing loss 86;DOORS syndrome;Familial infantile myoclonic epilepsy;Developmental and epileptic encephalopathy, 16;Autosomal dominant nonsyndromic hearing loss 65|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65|Inborn genetic diseases|DOORS syndrome|Developmental and epileptic encephalopathy, 16|Familial infantile myoclonic epilepsy",613577
TBC1D24,"Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1|not specified|Developmental and epileptic encephalopathy, 16|Inborn genetic diseases|TBC1D24-related disorder|not provided",613577
TBC1D24,"not provided|Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24",613577
TBC1D24,"not provided|Seizure;Cerebellar atrophy;Specific learning disability;Movement disorder;Global developmental delay|Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24|6 conditions",613577
TBC1D24,"not specified|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1",613577
TBC1D24,"not provided|not specified|Familial infantile myoclonic epilepsy|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1|Inborn genetic diseases|TBC1D24-related disorder",613577
TBC1D24,"not provided|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1|Inborn genetic diseases",613577
TBC1D24,"not provided|Inborn genetic diseases|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65",613577
TBC1D24,"not specified|Familial infantile myoclonic epilepsy|not provided|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1|Inborn genetic diseases|TBC1D24-related disorder|Uterine carcinosarcoma|Sarcoma|Nonpapillary renal cell carcinoma",613577
TBC1D24,"not provided|not specified|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65|Inborn genetic diseases|developmental delay with seizures|DOORS syndrome|Developmental and epileptic encephalopathy, 16",613577
TBC1D24,"not provided|Caused by mutation in the TBC1 domain family, member 24;Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65|not specified|DOORS syndrome;Autosomal recessive nonsyndromic hearing loss 86;Familial infantile myoclonic epilepsy;Developmental and epileptic encephalopathy, 16;Autosomal dominant nonsyndromic hearing loss 65|Inborn genetic diseases|Intellectual disability",613577
TBC1D24,"not provided|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65|not specified|6 conditions|Inborn genetic diseases",613577
TBC1D24,"not specified|Familial infantile myoclonic epilepsy|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65|not provided|Inborn genetic diseases",613577
TBC1D24,"not specified|Familial infantile myoclonic epilepsy|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1",613577
TBC1D24,"not provided|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1",613577
TBC1D24,"not specified|not provided|Inborn genetic diseases|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65",613577
TBC1D24,"not provided|Developmental and epileptic encephalopathy, 16;Familial infantile myoclonic epilepsy|Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|Inborn genetic diseases",613577
TBC1D24,"not specified|not provided|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65",613577
TBC1D24,"not specified|not provided|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1|Inborn genetic diseases",613577
TBC1D24,"not specified|not provided|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1",613577
TBC1D24,"not specified|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65|not provided|Inborn genetic diseases|TBC1D24-related disorder",613577
TBC1D24,"not specified|Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24",613577
TBC1D24,"not provided|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1|Squamous cell carcinoma of the head and neck",613577
PRRT2,Episodic kinesigenic dyskinesia,614386
PRRT2,not specified|not provided|PRRT2-related disorder|Episodic kinesigenic dyskinesia|Inborn genetic diseases,614386
PRRT2,Episodic kinesigenic dyskinesia|not provided|Inborn genetic diseases,614386
PRRT2,not specified|Inborn genetic diseases,614386
PRRT2,not specified|not provided|Episodic kinesigenic dyskinesia|Inborn genetic diseases|PRRT2-related disorder,614386
PRRT2,"Episodic kinesigenic dyskinesia|not provided|Seizures, benign familial infantile, 2;Infantile convulsions and choreoathetosis;Episodic kinesigenic dyskinesia 1|Inborn genetic diseases|PRRT2-related disorder|not specified",614386
PRRT2,"not specified|Episodic kinesigenic dyskinesia|Infantile convulsions and choreoathetosis;Seizures, benign familial infantile, 2;Episodic kinesigenic dyskinesia 1|PRRT2-related disorder|not provided|Inborn genetic diseases",614386
PRRT2,"not provided|Episodic kinesigenic dyskinesia|Seizures, benign familial infantile, 2|Seizures, benign familial infantile, 2;Episodic kinesigenic dyskinesia 1;Infantile convulsions and choreoathetosis|Episodic kinesigenic dyskinesia 1",614386
PRRT2,"not provided|Episodic kinesigenic dyskinesia|Episodic kinesigenic dyskinesia 1|Seizures, benign familial infantile, 2|Seizures, benign familial infantile, 2;Infantile convulsions and choreoathetosis;Episodic kinesigenic dyskinesia 1",614386
PRRT2,not specified|not provided|PRRT2-related disorder,614386
KCNQ2,not provided|Developmental and epileptic encephalopathy|Complex neurodevelopmental disorder,602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy|Inborn genetic diseases|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7",602235
KCNQ2,Developmental and epileptic encephalopathy|not provided|Inborn genetic diseases,602235
KCNQ2,Developmental and epileptic encephalopathy|Continuous spike and waves during slow sleep|not provided|Inborn genetic diseases|Intellectual disability,602235
KCNQ2,Developmental and epileptic encephalopathy|Inborn genetic diseases|Complex neurodevelopmental disorder|not provided|KCNQ2-related disorder,602235
KCNQ2,not provided|Inborn genetic diseases,602235
KCNQ2,"not specified|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7|Complex neurodevelopmental disorder",602235
KCNQ2,Developmental and epileptic encephalopathy|Complex neurodevelopmental disorder,602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy, 7|Inborn genetic diseases",602235
KCNQ2,Developmental and epileptic encephalopathy|Inborn genetic diseases,602235
KCNQ2,not provided|Developmental and epileptic encephalopathy|Inborn genetic diseases|Complex neurodevelopmental disorder,602235
KCNQ2,not provided|Developmental and epileptic encephalopathy|Complex neurodevelopmental disorder|Inborn genetic diseases,602235
KCNQ2,Developmental and epileptic encephalopathy|not provided|Complex neurodevelopmental disorder,602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy, 7",602235
KCNQ2,"Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy",602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy, 7|Seizures, benign familial neonatal, 1|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7|Inborn genetic diseases",602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy",602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy, 7|Limb dystonia;Global developmental delay;Absent speech|Inborn genetic diseases|Neurodevelopmental disorder|KCNQ2-related disorder|Complex neurodevelopmental disorder",602235
KCNQ2,"not provided|Seizures, benign familial neonatal, 1|Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy|Seizure",602235
KCNQ2,"Developmental and epileptic encephalopathy|not provided|Seizures, benign familial neonatal, 1",602235
KCNQ2,"Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7|not provided|Complex neurodevelopmental disorder",602235
KCNQ2,not specified,602235
KCNQ2,not specified|Developmental and epileptic encephalopathy|See cases,602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy, 1",602235
KCNQ2,Developmental and epileptic encephalopathy|not provided,602235
KCNQ2,"not provided|Intellectual disability, moderate;Autistic behavior;Seizure;Epicanthus;Abnormal facial shape|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1|Complex neurodevelopmental disorder|Developmental and epileptic encephalopathy, 7",602235
KCNQ2,"not provided|Complex neurodevelopmental disorder|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7",602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy, 7|Epileptic encephalopathy|KCNQ2-related disorder|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1|Complex neurodevelopmental disorder|Seizure",602235
KCNQ2,"not provided|Inborn genetic diseases|Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1",602235
KCNQ2,"not provided|Seizures, benign familial neonatal, 1",602235
KCNQ2,"Developmental and epileptic encephalopathy, 7|Intellectual disability|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1",602235
KCNQ2,not provided|Complex neurodevelopmental disorder,602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy, 7|Seizures, benign familial neonatal, 1|Developmental and epileptic encephalopathy|Complex neurodevelopmental disorder",602235
KCNQ2,"not provided|Inborn genetic diseases|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7|See cases|Developmental and epileptic encephalopathy, 7|Complex neurodevelopmental disorder",602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy|Inborn genetic diseases",602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy, 7|Intellectual disability|Developmental and epileptic encephalopathy|Complex neurodevelopmental disorder|KCNQ2-related disorder",602235
KCNQ2,"not provided|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7",602235
KCNQ2,"not specified|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7",602235
PCDH19,"not specified|Developmental and epileptic encephalopathy, 9|not provided|PCDH19-related disorder",300460
PCDH19,"not provided|Developmental and epileptic encephalopathy, 9|PCDH19-related disorder|Inborn genetic diseases",300460
PCDH19,"not provided|Inborn genetic diseases|Developmental and epileptic encephalopathy, 9",300460
PCDH19,"Developmental and epileptic encephalopathy, 9|not provided|Inborn genetic diseases|PCDH19-related disorder",300460
PCDH19,"not specified|Developmental and epileptic encephalopathy, 9|sporadic NAFE|Inborn genetic diseases",300460
PCDH19,"not provided|Glycine encephalopathy;Developmental and epileptic encephalopathy, 9",300460
PCDH19,"not specified|Developmental and epileptic encephalopathy, 9|Neurodevelopmental disorder with epilepsy|sporadic NAFE|not provided|Inborn genetic diseases",300460
PCDH19,"Developmental and epileptic encephalopathy, 9|Familial GGE|not provided|Inborn genetic diseases",300460
PCDH19,"not specified|Developmental and epileptic encephalopathy, 9|PCDH19-related disorder|not provided|Inborn genetic diseases",300460
PCDH19,"not provided|Developmental and epileptic encephalopathy, 9|Developmental and epileptic encephalopathy, 1|Inborn genetic diseases",300460
PCDH19,"Developmental and epileptic encephalopathy, 9|not provided|11 conditions",300460
PCDH19,"not provided|Developmental and epileptic encephalopathy, 9|Inborn genetic diseases|PCDH19-related epilepsy syndrome|Epilepsy",300460
PCDH19,"not provided|Developmental and epileptic encephalopathy, 9|Seizure",300460
PCDH19,"not provided|Developmental and epileptic encephalopathy, 9|Neurodevelopmental disorder with epilepsy|not specified",300460
TBC1D24,"not specified|Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24|not provided|Autosomal dominant nonsyndromic hearing loss 65;Autosomal recessive nonsyndromic hearing loss 86;Familial infantile myoclonic epilepsy;Developmental and epileptic encephalopathy, 16;DOORS syndrome|Inborn genetic diseases",613577
SCN8A,"Developmental and epileptic encephalopathy, 13|Developmental and epileptic encephalopathy, 13;Seizures, benign familial infantile, 5|Developmental and epileptic encephalopathy|Inborn genetic diseases|Complex neurodevelopmental disorder",600702
SCN3A,Inborn genetic diseases,182391
SCN2A,"Inborn genetic diseases|Seizures, benign familial infantile, 3",182390
SCN2A,"Inborn genetic diseases|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11|not provided",182390
SCN1A,Inborn genetic diseases|not provided,182389
SCN1A,Inborn genetic diseases,182389
STXBP1,Inborn genetic diseases,602926
CHD2,Inborn genetic diseases|not provided|Developmental and epileptic encephalopathy 94|Seizure,602119
KCNQ2,Inborn genetic diseases,602235
KCNQ2,Inborn genetic diseases|Developmental and epileptic encephalopathy,602235
CDKL5,"Inborn genetic diseases|CDKL5 disorder|Developmental and epileptic encephalopathy, 2",300203
SLC2A1,"not specified|Epilepsy, idiopathic generalized, susceptibility to, 12;Dystonia 9;Hereditary cryohydrocytosis with reduced stomatin;Encephalopathy due to GLUT1 deficiency;Childhood onset GLUT1 deficiency syndrome 2|GLUT1 deficiency syndrome 1, autosomal recessive|Inborn genetic diseases|not provided",138140
SLC2A1,"not specified|Dystonia 9|Encephalopathy due to GLUT1 deficiency|GLUT1 deficiency syndrome 1, autosomal recessive|not provided|Inborn genetic diseases",138140
SLC2A1,"not specified|GLUT1 deficiency syndrome 1, autosomal recessive",138140
SCN2A,"not specified|Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|Seizures, benign familial infantile, 3|Inborn genetic diseases|not provided",182390
SCN2A,"Seizure|not provided|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11|Complex neurodevelopmental disorder|SCN2A-related disorder",182390
SCN2A,"not specified|not provided|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11|Seizures, benign familial infantile, 3",182390
SCN2A,"not specified|Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|not provided|Inborn genetic diseases|Seizures, benign familial infantile, 3",182390
SCN2A,"Developmental and epileptic encephalopathy, 11",182390
SCN2A,"not specified|not provided|Seizures, benign familial infantile, 3|Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|SCN2A-related disorder",182390
SCN2A,"not specified|Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|Developmental and epileptic encephalopathy, 11|Inborn genetic diseases|not provided",182390
SCN1A,not specified|Autosomal dominant epilepsy|Developmental and epileptic encephalopathy,182389
SCN1A,"not specified|Epilepsy|Migraine, familial hemiplegic, 3|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|Inborn genetic diseases|not provided",182389
SCN1A,Seizure,182389
SCN9A,"not specified|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7",603415
KCNQ3,not specified|Benign neonatal seizures|KCNQ3-related disorder|not provided,602232
SCN8A,not specified|Inborn genetic diseases|not provided|Developmental and epileptic encephalopathy,600702
FOXG1,"not specified|Rett syndrome, congenital variant|not provided|FOXG1 disorder",164874
FOXG1,"not specified|FOXG1 disorder|not provided|Rett syndrome, congenital variant",164874
CHD2,not specified|not provided|Developmental and epileptic encephalopathy 94,602119
CHD2,not specified|Developmental and epileptic encephalopathy 94|Inborn genetic diseases|not provided,602119
CHD2,not specified|Developmental and epileptic encephalopathy 94|not provided|CHD2-related disorder|Inborn genetic diseases,602119
TBC1D24,"not specified|not provided|Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65|Familial infantile myoclonic epilepsy|Inborn genetic diseases",613577
KCNQ2,"Seizure|not provided|Developmental and epileptic encephalopathy, 7|Benign Rolandic epilepsy|Seizures, benign familial neonatal, 1|Developmental and epileptic encephalopathy|KCNQ2-related disorder|not specified|Complex neurodevelopmental disorder",602235
KCNQ2,"Developmental and epileptic encephalopathy, 7|Inborn genetic diseases",602235
KCNQ2,Seizure|Inborn genetic diseases,602235
